top_k,cumulative_ig,cumulative_mi,mean_ig,mean_mi,worst_ig_in_batch,worst_mi_in_batch,batch_feature_names,ig_gain,mi_gain,mean_ig_change
1,0.10949615532082935,0.07589695134282762,0.10949615532082935,0.07589695134282762,0.10949615532082935,0.07589695134282762,n_api_calls,,,
2,0.21347672173279186,0.14797078778430509,0.10673836086639593,0.07398539389215254,0.10398056641196252,0.07207383644147747,perm_android.permission.GET_TASKS,0.10398056641196252,0.07207383644147747,-0.0027577944544334154
3,0.3161930102970105,0.2191682936001747,0.10539767009900351,0.0730560978667249,0.10271628856421866,0.07119750581586962,perm_android.permission.READ_PHONE_STATE,0.10271628856421866,0.07119750581586962,-0.001340690767392419
4,0.41550299957458153,0.2880047326693614,0.10387574989364538,0.07200118316734035,0.09930998927757101,0.06883643906918667,perm_android.permission.MOUNT_UNMOUNT_FILESYSTEMS,0.09930998927757101,0.06883643906918668,-0.0015219202053581293
5,0.5140279436832254,0.3562970198936832,0.10280558873664507,0.07125940397873663,0.09852494410864376,0.06829228722432178,n_urls,0.09852494410864382,0.06829228722432179,-0.0010701611570003156
6,0.601470566004461,0.41690762701641526,0.10024509433407684,0.06948460450273587,0.08744262232123562,0.06061060712273207,perm_android.permission.SYSTEM_ALERT_WINDOW,0.08744262232123567,0.060610607122732085,-0.0025604944025682252
7,0.6854322237695575,0.4751054133714557,0.09791888910993678,0.06787220191020796,0.08396165776509645,0.05819778635504042,n_used_permissions,0.08396165776509645,0.058197786355040415,-0.0023262052241400655
8,0.764229154618441,0.5297232838261352,0.09552864432730512,0.0662154104782669,0.07879693084888362,0.05461787045467967,perm_com.android.launcher.permission.INSTALL_SHORTCUT,0.0787969308488835,0.05461787045467953,-0.0023902447826316536
9,0.8345988470015893,0.5784998376983852,0.0927332052223988,0.06427775974426503,0.07036969238314833,0.04877655387225002,perm_android.permission.CHANGE_WIFI_STATE,0.07036969238314827,0.048776553872249995,-0.0027954391049063165
10,0.9033571197990589,0.6261594406281217,0.09033571197990589,0.06261594406281216,0.0687582727974696,0.047659602929736485,perm_android.permission.SEND_SMS,0.0687582727974696,0.04765960292973648,-0.002397493242492915
11,0.9710299202599808,0.6730666514685657,0.08827544729636189,0.06118787740623324,0.06767280046092189,0.04690721084044405,n_permissions,0.06767280046092194,0.046907210840444025,-0.0020602646835440053
12,1.0384537824326914,0.7198013114360426,0.08653781520272429,0.05998344261967022,0.06742386217271057,0.046734659967477,suspicious_getSubscriberId,0.06742386217271057,0.046734659967476944,-0.0017376320936376005
13,1.0991526211804468,0.7618745403773104,0.08455020162926513,0.05860573387517772,0.060698838747755335,0.042073228941267735,intent_android.intent.action.USER_PRESENT,0.06069883874775539,0.04207322894126775,-0.0019876135734591543
14,1.1577030849535663,0.8024586292621254,0.08269307749668331,0.05731847351872325,0.058550463773119565,0.04058408888481499,perm_android.permission.CHANGE_NETWORK_STATE,0.058550463773119565,0.04058408888481502,-0.0018571241325818222
15,1.2156843932557835,0.8426482096369821,0.08104562621705223,0.05617654730913214,0.057981308302217094,0.040189580374856704,perm_android.permission.WRITE_SETTINGS,0.05798130830221715,0.04018958037485665,-0.0016474512796310764
16,1.2728430879608972,0.8822675977163192,0.07955269299755607,0.05514172485726995,0.057158694705113755,0.03961938807933696,perm_android.permission.READ_SMS,0.0571586947051137,0.03961938807933718,-0.0014929332194961592
17,1.3299152115074409,0.9218269792411751,0.07823030655926122,0.05422511642595147,0.057072123546543674,0.03955938152485585,perm_android.permission.WRITE_SMS,0.057072123546543674,0.03955938152485583,-0.0013223864382948536
18,1.3850645364071643,0.960053578305202,0.07694802980039801,0.05333630990584456,0.05514932489972335,0.03822659906402696,suspicious_getSystemService,0.05514932489972346,0.03822659906402692,-0.0012822767588632072
19,1.4395968860967279,0.997852522741831,0.07576825716298567,0.052518553828517424,0.0545323496895635,0.03779894443662901,intent_android.net.conn.CONNECTIVITY_CHANGE,0.05453234968956355,0.03779894443662901,-0.0011797726374123407
20,1.4935018488393252,1.0352165956850505,0.07467509244196627,0.051760829784252525,0.05390496274259732,0.0373640729432195,perm_android.permission.READ_LOGS,0.05390496274259737,0.03736407294321953,-0.0010931647210194045
21,1.5464018648303042,1.0718840926207716,0.0736381840395383,0.05104209964860817,0.05290001599097888,0.03666749693572105,suspicious_Base64,0.05290001599097893,0.03666749693572102,-0.001036908402427969
22,1.5980961894680012,1.1077158679943415,0.07264073588490914,0.05035072127247007,0.051694324637696965,0.03583177537357004,perm_android.permission.RECEIVE_SMS,0.051694324637697076,0.03583177537356996,-0.0009974481546291547
23,1.6460463555000788,1.140952390386857,0.07156723284782951,0.049606625668993785,0.04795016603207747,0.03323652239251558,suspicious_Ldalvik/system/PathClassLoader;,0.04795016603207758,0.03323652239251551,-0.0010735030370796345
24,1.691994434455524,1.1728011717669697,0.0704997681023135,0.048866715490290404,0.04594807895544567,0.03184878138011238,suspicious_getPackageInfo,0.04594807895544517,0.03184878138011271,-0.0010674647455160141
25,1.7360110599012737,1.203311171592454,0.06944044239605095,0.048132446863698164,0.0440166254457498,0.03050999982548433,intent_android.intent.action.PACKAGE_ADDED,0.04401662544574969,0.030509999825484302,-0.0010593257062625483
26,1.7794502393752556,1.2334209163706809,0.06844039382212522,0.04743926601425696,0.04343917947398185,0.030109744778226824,perm_android.permission.ACCESS_WIFI_STATE,0.043439179473981904,0.03010974477822681,-0.0010000485739257298
27,1.8211962093885385,1.2623570177851264,0.06745171145883476,0.04675396362167135,0.041745970013282896,0.02893610141444548,intent_com.google.android.c2dm.intent.RECEIVE,0.04174597001328295,0.02893610141444558,-0.0009886823632904579
28,1.8622005849054892,1.2907790850653205,0.06650716374662462,0.04609925303804716,0.04100437551695074,0.02842206728019403,perm_com.android.launcher.permission.READ_SETTINGS,0.041004375516950686,0.02842206728019403,-0.000944547712210142
29,1.902989703154447,1.319051947377112,0.06562033459153266,0.04548454990955559,0.04078911824895759,0.028272862311791505,intent_android.intent.action.PACKAGE_REMOVED,0.0407891182489577,0.028272862311791602,-0.0008868291550919588
30,1.9423465226510253,1.346332015846972,0.06474488408836751,0.04487773386156573,0.039356819496578266,0.027280068469860072,suspicious_getExternalStorageDirectory,0.03935681949657832,0.027280068469859975,-0.0008754505031651483
31,1.98084923054768,1.373020059269461,0.0638983622757316,0.04429096965385358,0.038502707896654664,0.026688043422489025,perm_com.android.launcher.permission.UNINSTALL_SHORTCUT,0.038502707896654664,0.026688043422488983,-0.0008465218126359059
32,2.019295374412958,1.3996688954930798,0.06310298045040494,0.043739652984158744,0.03844614386527817,0.02664883622361882,perm_android.permission.CHANGE_CONFIGURATION,0.038446143865278115,0.0266488362236188,-0.0007953818253266659
33,2.0575351895420435,1.4261747155349387,0.062349551198243744,0.04321741562227087,0.03823981512908564,0.02650582004185885,suspicious_Cipher,0.038239815129085475,0.026505820041858863,-0.0007534292521611946
34,2.0940531401626274,1.4514870300474236,0.06158979824007728,0.04269079500139481,0.03651795062058394,0.025312314512484897,perm_com.google.android.c2dm.permission.RECEIVE,0.03651795062058394,0.025312314512484946,-0.0007597529581664653
35,2.129798521504135,1.4762638403423292,0.060851386328689576,0.04217896686692369,0.03574538134150779,0.0247768102949055,suspicious_getCellLocation,0.03574538134150762,0.024776810294905527,-0.0007384119113877027
36,2.1651171152709505,1.500744824033138,0.06014214209085974,0.04168735622314272,0.035318593766815454,0.024480983690808845,intent_com.google.firebase.INSTANCE_ID_EVENT,0.035318593766815454,0.024480983690808866,-0.0007092442378298369
37,2.1994954384188214,1.524574061795464,0.059445822659968145,0.04120470437285038,0.03437832314787076,0.023829237762325997,perm_android.permission.ACCESS_COARSE_LOCATION,0.034378323147870926,0.023829237762325928,-0.000696319430891594
38,2.231624663060928,1.5468443432698695,0.05872696481739284,0.0407064300860492,0.032129224642106546,0.02227028147440552,n_providers,0.032129224642106546,0.022270281474405573,-0.0007188578425753045
39,2.263664539733895,1.5690526934512243,0.058042680505997306,0.040232120344903186,0.03203987667296687,0.02220835018135485,suspicious_sendTextMessage,0.032039876672966816,0.022208350181354808,-0.0006842843113955346
40,2.295630050472613,1.591209497095611,0.05739075126181532,0.03978023742739027,0.03196551073871806,0.022156803644386984,n_activities,0.031965510738718006,0.022156803644386658,-0.0006519292441819827
41,2.3275648743741955,1.6133450302446715,0.05676987498473648,0.0393498787864554,0.03193482390158259,0.02213553314906054,perm_android.permission.DISABLE_KEYGUARD,0.03193482390158264,0.02213553314906047,-0.0006208762770788454
42,2.3593349913687343,1.6353663972654944,0.05617464265163653,0.03893729517298796,0.031770116994538744,0.022021367020822864,perm_android.permission.RESTART_PACKAGES,0.0317701169945388,0.022021367020822913,-0.0005952323330999446
43,2.3870400359628814,1.6545700708132143,0.05551255897588096,0.03847837373984219,0.027705044594146966,0.01920367354771984,perm_android.permission.WRITE_APN_SETTINGS,0.027705044594147132,0.0192036735477199,-0.0006620836757555704
44,2.4140590811322777,1.6732982457938042,0.054864979116642676,0.03802950558622282,0.027019045169396405,0.018728174980589873,intent_com.google.firebase.MESSAGING_EVENT,0.02701904516939635,0.018728174980589873,-0.000647579859238287
45,2.440429017174669,1.6915764926131336,0.05423175593721487,0.0375905887247363,0.026369936042391406,0.018278246819329366,suspicious_Ljava/lang/Runtime;->exec,0.026369936042391462,0.018278246819329436,-0.0006332231794278081
46,2.4667388336239715,1.7098130677060175,0.053624757252695034,0.0371698492979569,0.02630981644930236,0.018236575092883938,perm_android.permission.READ_SETTINGS,0.026309816449302303,0.0182365750928839,-0.0006069986845198341
47,2.4930396639012677,1.7280434140591094,0.05304339710428229,0.03676688115019382,0.026300830277296072,0.01823034635309205,perm_android.permission.ACCESS_CACHE_FILESYSTEM,0.02630083027729624,0.018230346353091953,-0.0005813601484127434
48,2.51839650614414,1.7456194377676597,0.05246659387800292,0.03636707162015958,0.025356842242872213,0.017576023708550173,perm_android.permission.BROADCAST_STICKY,0.02535684224287227,0.01757602370855027,-0.000576803226279371
49,2.5436548703667996,1.7631272017141504,0.05191132388503673,0.035982187790084705,0.02525836422265948,0.017507763946490666,perm_android.permission.KILL_BACKGROUND_PROCESSES,0.02525836422265959,0.017507763946490673,-0.0005552699929661925
50,2.568259949692572,1.7801821430762637,0.05136519899385144,0.03560364286152527,0.024605079325772605,0.017054941362113347,perm_android.permission.READ_CALL_LOG,0.024605079325772383,0.017054941362113274,-0.0005461248911852873
51,2.591656687532309,1.7963995259441776,0.05081679779475115,0.035223520116552505,0.023396737839736614,0.016217382867913868,perm_android.permission.WRITE_EXTERNAL_STORAGE,0.023396737839736836,0.016217382867913965,-0.0005484011991002888
52,2.6150295745721723,1.812600376697405,0.050289030280234084,0.03485769955187317,0.023372887039863566,0.016200850753227483,perm_android.permission.ACCESS_FINE_LOCATION,0.02337288703986351,0.016200850753227414,-0.0005277675145170663
53,2.6377278169951257,1.8283335994365413,0.04976844937726652,0.034496860366727194,0.02269824242295343,0.015733222739136243,perm_android.permission.PROCESS_OUTGOING_CALLS,0.022698242422953374,0.015733222739136243,-0.0005205809029675615
54,2.6602794100452427,1.8439651725763637,0.049264433519356346,0.03414750319585859,0.022551593050116947,0.015631573139822455,perm_android.permission.RECEIVE_MMS,0.022551593050117003,0.01563157313982244,-0.0005040158579101769
55,2.682791381210553,1.859569281918443,0.04877802511291914,0.03381035058033533,0.022511971165309896,0.015604109342079404,perm_android.permission.GET_PACKAGE_SIZE,0.02251197116531012,0.015604109342079342,-0.000486408406437204
56,2.7052463999366094,1.8751339148378303,0.04830797142743946,0.033484534193532686,0.02245501872605732,0.015564632919387214,intent_com.android.vending.INSTALL_REFERRER,0.022455018726056597,0.015564632919387256,-0.00047005368547968496
57,2.727397272741795,1.8904877298696852,0.04784907496038237,0.03316645140122255,0.022150872805186017,0.015353815031854838,perm_com.android.launcher.permission.WRITE_SETTINGS,0.022150872805185795,0.015353815031854845,-0.00045889646705708775
58,2.7492505290901783,1.9056352528936205,0.04740087119120997,0.0328557802223038,0.021853256348383088,0.015147523023935301,intent_android.provider.Telephony.SMS_RECEIVED,0.021853256348383088,0.015147523023935294,-0.00044820376917240057
59,2.77110064475424,1.9207805989610722,0.04696780753820746,0.03255560337222156,0.021850115664061753,0.015145346067451743,suspicious_getWifiState,0.021850115664061587,0.01514534606745177,-0.0004330636530025106
60,2.792392248570549,1.935538814115946,0.04653987080950915,0.032258980235265765,0.02129160381630929,0.014758215154873657,intent_android.provider.Telephony.SMS_DELIVER,0.021291603816309124,0.014758215154873744,-0.00042793672869830685
61,2.8133641796876105,1.9500754490406338,0.046120724257173944,0.03196844998427269,0.020971931117061693,0.014536634924687906,perm_com.android.browser.permission.READ_HISTORY_BOOKMARKS,0.020971931117061526,0.014536634924687819,-0.00041914655233520753
62,2.83426811647511,1.9645649538874919,0.045714001878630804,0.03168653151431439,0.020903936787499355,0.014489504846858042,perm_android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,0.020903936787499244,0.01448950484685807,-0.00040672237854313953
63,2.8545993177574895,1.978657468733771,0.04531110028186491,0.03140726140847255,0.020331201282379585,0.01409251484627922,perm_android.permission.UPDATE_APP_OPS_STATS,0.02033120128237975,0.014092514846279158,-0.0004029015967658908
64,2.874774867502204,1.992642094155567,0.044918357304721934,0.031135032721180733,0.020175549744713472,0.013984625421795703,perm_android.permission.INTERACT_ACROSS_USERS_FULL,0.02017554974471425,0.013984625421795904,-0.0003927429771429791
65,2.894199261380635,2.006106058006672,0.044526142482778995,0.030863170123179566,0.01942439387843098,0.013463963851105144,n_services,0.01942439387843109,0.013463963851104932,-0.00039221482194293916
66,2.91216820581904,2.01856118118179,0.044123760694227875,0.030584260320936214,0.01796894443840491,0.012455123175118248,perm_android.permission.INSTALL_PACKAGES,0.01796894443840502,0.01245512317511821,-0.0004023817885511205
67,2.9290055872398573,2.0302319646416414,0.04371650130208742,0.030301969621517034,0.01683738142081742,0.011670783459851336,perm_com.android.launcher2.permission.READ_SETTINGS,0.016837381420817366,0.011670783459851286,-0.00040725939214045215
68,2.9456230703619832,2.041750326215747,0.0433179863288527,0.030025740091408043,0.016617483122126187,0.011518361574105273,perm_android.permission.ACCESS_MTK_MMHW,0.016617483122125964,0.011518361574105462,-0.00039851497323472457
69,2.962047140256546,2.053134623956481,0.042928219424007916,0.029755574260238858,0.016424069894562965,0.01138429774073444,perm_com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,0.0164240698945628,0.01138429774073435,-0.00038976690484478216
70,2.978096494055886,2.064259188292303,0.0425442356293698,0.029489416975604327,0.016049353799339583,0.011124564335821693,perm_android.permission.CALL_PHONE,0.016049353799339805,0.011124564335821763,-0.00038398379463811666
71,2.9939749581587685,2.0752653009168376,0.04216866138251787,0.029229088745307573,0.015878464102882628,0.011006112624534853,perm_android.permission.BATTERY_STATS,0.015878464102882628,0.011006112624534659,-0.0003755742468519313
72,3.009819123267418,2.086247639290223,0.041803043378714135,0.028975661656808656,0.01584416510864961,0.010982338373385504,perm_android.permission.DOWNLOAD_WITHOUT_NOTIFICATION,0.01584416510864939,0.01098233837338558,-0.0003656180038037332
73,3.0255208739330444,2.0971312634939556,0.041445491423740335,0.02872782552731446,0.015701750665626735,0.01088362420373233,perm_com.android.launcher3.permission.READ_SETTINGS,0.015701750665626513,0.010883624203732456,-0.00035755195497379905
74,3.041025364754171,2.107878157592637,0.041094937361542856,0.02848483996746807,0.015504490821126815,0.010746894098681278,perm_android.permission.RECORD_AUDIO,0.015504490821126815,0.010746894098681459,-0.00035055406219747925
75,3.056327134355363,2.1184845360492797,0.040751028458071506,0.028246460480657064,0.01530176960119145,0.01060637845664259,perm_android.webkit.permission.PLUGIN,0.015301769601191673,0.010606378456642584,-0.0003439089034713502
76,3.071425405396666,2.1289498600528898,0.04041349217627192,0.028012498158590655,0.015098271041303457,0.010465324003610013,perm_android.permission.READ_CONTACTS,0.015098271041303235,0.01046532400361011,-0.00033753628179958306
77,3.0863435619644397,2.139290338216993,0.0400823839216161,0.027782991405415493,0.014918156567773566,0.010340478164103245,perm_android.permission.RECEIVE_BOOT_COMPLETED,0.014918156567773622,0.010340478164103217,-0.00033110825465582083
78,3.1011468098923105,2.1495511677813255,0.0397582924345168,0.027558348304888788,0.014803247927870966,0.010260829564332635,perm_android.permission.ACCESS_COARSE_UPDATES,0.0148032479278708,0.010260829564332496,-0.0003240914870993039
79,3.1155120536381196,2.159508395981789,0.03943686143845721,0.027335549316225175,0.014365243745808942,0.009957228200463386,perm_android.permission.DELETE_PACKAGES,0.014365243745809053,0.009957228200463408,-0.0003214309960595865
80,3.1295369058120897,2.1692296827239437,0.03911921132265112,0.027115371034049297,0.014024852173969482,0.00972128674215477,perm_android.permission.PACKAGE_USAGE_STATS,0.014024852173970093,0.009721286742154778,-0.0003176501158060896
81,3.1435598725320038,2.1789496625689373,0.03880938114237042,0.02690061311813503,0.01402296671991432,0.009719979844993716,perm_android.permission.WRITE_SECURE_SETTINGS,0.014022966719914098,0.00971997984499362,-0.0003098301802807041
82,3.156996921595161,2.18826351524211,0.038499962458477574,0.02668614042978183,0.013437049063157347,0.009313852673172834,perm_android.permission.DEVICE_POWER,0.013437049063157236,0.00931385267317264,-0.00030941868389284394
83,3.1704155022445515,2.1975645665863497,0.03819777713547652,0.02647668152513674,0.013418580649390499,0.009301051344239971,perm_android.permission.EXPAND_STATUS_BAR,0.013418580649390499,0.009301051344239752,-0.00030218532300105294
84,3.183831017843109,2.206863493399249,0.037902750212417964,0.026272184445229153,0.013415515598557526,0.009298926812899021,perm_android.permission.REORDER_TASKS,0.01341551559855736,0.009298926812899122,-0.000295026923058557
85,3.197165628893683,2.2161063414528153,0.037613713281102155,0.026071839311209592,0.013334611050574097,0.009242848053566538,perm_android.permission.WRITE_MEDIA_STORAGE,0.013334611050574097,0.009242848053566455,-0.00028903693131580865
86,3.210464223410898,2.225324224747831,0.03733097934198719,0.02587586307846315,0.013298594517215157,0.009217883295015663,perm_android.permission.READ_USER_DICTIONARY,0.013298594517215268,0.009217883295015827,-0.00028273393911496664
87,3.2236230988448025,2.234445262154301,0.03705313906718164,0.025683278875336793,0.013158875433904427,0.00912103740646979,n_receivers,0.01315887543390426,0.009121037406469856,-0.0002778402748055478
88,3.2367454850049735,2.2435410071234414,0.036781198693238336,0.02549478417185729,0.013122386160170474,0.009095744969140389,perm_android.permission.MANAGE_ACCOUNTS,0.013122386160171029,0.009095744969140451,-0.00027194037394330517
89,3.2498160831736076,2.252600855392263,0.03651478745138885,0.025310121970699585,0.013070598168634151,0.009059848268821766,perm_android.permission.CLEAR_APP_CACHE,0.013070598168634096,0.009059848268821558,-0.000266411241849486
90,3.2627717212019838,2.261581019363985,0.03625301912446648,0.02512867799293317,0.012955638028376015,0.008980163971722188,intent_android.intent.action.MEDIA_MOUNTED,0.012955638028376182,0.008980163971722188,-0.0002617683269223667
91,3.2756445019058997,2.2705037510148696,0.03599609342753736,0.024950590670493072,0.01287278070391601,0.008922731650884426,perm_android.permission.ACCESS_DOWNLOAD_MANAGER,0.012872780703915954,0.008922731650884419,-0.00025692569692912365
92,3.2884739544317485,2.2793964498612893,0.03574428211338857,0.024776048368057493,0.012829452525848828,0.008892698846419855,suspicious_Ljava/lang/System;->load,0.012829452525848772,0.008892698846419744,-0.00025181131414878793
93,3.3012918541938197,2.288281140942068,0.03549776187305182,0.02460517355851686,0.012817899762071261,0.008884691080778592,intent_android.intent.action.PACKAGE_REPLACED,0.01281789976207115,0.008884691080778495,-0.0002465202403367506
94,3.3139294578808673,2.2970408603067773,0.03525456870086029,0.02443660489688061,0.012637603687047916,0.008759719364709437,perm_android.permission.CLEAR_APP_USER_DATA,0.012637603687047694,0.00875971936470954,-0.00024319317219152758
95,3.3264129644906255,2.305693767716833,0.03501487331042764,0.024270460712808768,0.012483506609758221,0.008652907410055566,intent_android.intent.action.RESPOND_VIA_MESSAGE,0.012483506609758166,0.008652907410055644,-0.00023969539043265653
96,3.3386182207218313,2.3141538066615044,0.034777273132519076,0.02410576881939067,0.01220525623120522,0.008460038944670845,suspicious_getDeviceId,0.01220525623120583,0.0084600389446714,-0.00023760017790856042
97,3.350610175052753,2.3224659959953877,0.03454237293868817,0.023942948412323584,0.011991954330921317,0.008312189333883202,intent_android.provider.Telephony.WAP_PUSH_DELIVER,0.011991954330921484,0.008312189333883335,-0.00023490019383090588
98,3.3625948682601092,2.3307731523019406,0.03431219253326642,0.02378339951328511,0.011984693207356456,0.008307156306553053,perm_com.bbk.launcher2.permission.READ_SETTINGS,0.0119846932073564,0.008307156306552876,-0.00023018040542174822
99,3.3745380522012187,2.339051536577627,0.034086242951527464,0.023626783197753812,0.011943183941109548,0.008278384275686612,perm_com.lenovo.launcher.permission.READ_SETTINGS,0.011943183941109492,0.008278384275686612,-0.00022594958173895868
100,3.3860499733810774,2.3470309922862755,0.03386049973381077,0.023470309922862757,0.011511921179858497,0.007979455708648157,perm_android.permission.RECEIVE_USER_PRESENT,0.011511921179858664,0.007979455708648331,-0.00022574321771669237
101,3.397450504808339,2.3549332385019666,0.03363812380998356,0.023316170678237293,0.011400531427261718,0.00790224621569097,perm_cn.nubia.launcher.permission.READ_SETTINGS,0.011400531427261829,0.007902246215691022,-0.000222375923827213
102,3.4088326301366827,2.3628227265820883,0.033419927746438066,0.02316492869198126,0.011382125328343318,0.007889488080121522,perm_com.android.launcher3.permission.WRITE_SETTINGS,0.011382125328343484,0.007889488080121687,-0.00021819606354549215
